@relation 'C__Users_jeimy_OneDrive_School_Classes_CAP4770 Data Mining_DM Project_Project Data'

@attribute text string
@attribute @@class@@ {HS,NonHS}

@data
'30682,@shanehardy58 Arrest Mayor Keisha Lance Bottoms.We stand with @ICEgov & @realDonaldTrump against all enemies both foreign and domestic.#NoAmnesty#NoDACANo more taxpayer-supported dependentsJobs for citizens not invading criminals & their childrenArrest sanctuary officials#BuildTheWall\r\n',HS
'30683,me and my sisters dog walking any bitch today so come on all you hating hoes\r\n',HS
'30684,don\'t be late with my motherfuvking glo bottle hoe . you better have that bitch ready for me at the mf door bitchh\r\n',HS
'30688,\"@ICEgov GOD BLESS ICE, THANK YOU FOR GETTING ILLEGAL ALIENS OUT OF OUR SOVEREIGN COUNTRY AND OFF OUR STREETS. #NoSanctuaryStates #NoSanctuaryCities #NoDACA #NoAmnesty #NoCommunists #NoSocialism #AmericaFirst #AmericansAreDreamersToo #MAGA #KAG\"\r\n',HS
'30689,i ain\'t treatin or spoilin no bitch unless she da main main got me fucked up haha who u think u foolin ? let hoes cash you out pimp\r\n',HS
'30691,This bitch got one time to fuck wit me or my dad n ima let her whore ass know\r\n',HS
'30696,Well stated! #BuildThatWall #DeportThemAll\r\n',HS
'30705,If you can go to a bitch house and FUCK her nigga them hoe you better help pay rent in that mf !!!!!\r\n',HS
'30706,Bitch a ye Ali groupie and not a jgray groupie ur a goofy whore\r\n',HS
'30713,\"Another day, and another one of @NancyPelosis pedophile Dreamers have raped another little girl.Polk Sheriff: Illegal Alien Arrested for Rape of 8-Year-Old Girl in Florida#NoDACA #NoAmnesty #BuildTheDamnWall #ThanQ #QAnon\"\r\n',HS
'30715,FUCK @UglyGod   UGLY GOD A HOE  FLEXING LIKE YOU GOT IT BITCH I KNOW YO ASS IS BROKE\r\n',HS
'30716,\"\"\"Matteo Salvini, Deputy PM, Italy @matteosalvinimi \"\"\"\"Now they (refugees) want war in our country\"\"\"\" \"\"\"\"Better we send them home\"\"\"\"#Salvini #Britain #refugeesnotwelcome\"\"\"\r\n',HS
'30717,99\% Of Illegal Alien AnchorBabies Birth is Paid by Medicaid 73\% of Illegal Household on Welfare Ripping off US Taxpayers #Trump #MAGA #WalkAway #SendThemBack #Immigration via @BreitbartNews\r\n',HS
'30720,\"\"\"@SchadeTom @RyanWalis @Bud_Doggin I don\'t vote \"\"\"\"D\"\"\"\"More like got to get rid of my dumb lib neighbors and all the illegals from 3rd world holes.#SendThemBack\"\"\"\r\n',HS
'30721,Hoes be like happy birthday son I can\'t believe your 8 already. Like what you can\'t believe bitch? You had him in high school\r\n',HS
'30725,Attempted Mass Poisoning: Illegal Alien Poured Drain Killer Into Food At Florida Restaurant via @USIACrimeReportWhy are they so lenient?This is terrorism!#BuildTheWall #EnforceUSLaws#KeepAmericansSafe #DeportThemAll\r\n',HS
'30726,\"Idk why hoes be on here tryna front.. all that \"\"I can\'t fuck wit different niggas\"\" bitch yes you can stop playin 😂😂\"\r\n',HS
'30728,\"@DavidJHarrisJr #Deport illegal aliens NOW! Dreamers are criminals who use fake IDs (identity fraud, a FELONY) to STEAL jobs from American CITIZENS. Others commit heinous crimes like murder. #DeportThemAll @ICEgov\"\r\n',HS
'30734,I\'m rewatching Breaking Bad & I could see why I hated this bitch the first time I watched this show; Skyler is such a cunt & a fake as wife\r\n',HS
'30738,High five to the CRA for catching onto this! #Muslims are not to be trusted as we have been seeing acts of terror in our country. We need to stand up against this! #StopImmigration #BanShariaLaw #BanTheBurka #BanTheBurqa\r\n',HS
'30739,Build The Wall. Its cheaper than maintaining a lifestyle that nearly 30\% of Americans are living on. These are not guests. The are a mass of illegal citizens of another country invading ours. #BuildThatWall\r\n',HS
'30741,Whoever has said zouis is dead or has gave me any shit for believing in zouis you can choke bitch  AbUiGg0Vwh\r\n',HS
'30742,@kamari_keeper FR bitch where you at lil whore\r\n',HS
'30744,\"Akin to rape victims apologizing to the refugee rapists in EuropeIt\'s just wrongIf you cannot name the problem, you can\'t solve the problemThis father is very misguidedAnd it\'s wrong of the father to blame America for the actions of #IllegalAliens\"\r\n',HS
'30749,Every bitch on twitter selling nudes on Patreon now? Is this how all you hoes have money?\r\n',HS
'30751,\"@ClodaghSnarks @ntfwaybill @BBCNews We must stop importing refugee terrorists, we should never play Russian roulette with lives of British citizens. #westminster #parsonsgreen #carolinelucas #refugeesnotwelcome\"\r\n',HS
'30758,\"I crack up when whores say \"\"I have 15k followers I can\'t respond 2 every1\"\". Bitch @TheSophieJames closing in on 100…  jSH6xyh9Cl\"\r\n',HS
'30759,\"As President, Obama traveled the world & regularly criticized & apologized for U.S. policy & actions. Why in the world would the rest of the world respect us if our President didn\'t?#MAGA #KAG #POTUS #Trump #NEWS #VoteRed #NoDACA #WalkAway #AmericaFirst #USA #BackTheBlue\"\r\n',HS
'30762,@ArianaGrande Damn bitch.. you raised a spoiled whore!\r\n',HS
'30764,\"@HCKGyanganj @AupolNews Hey, they like fighting so much they can return there - plenty of fighting & violence for them & no one will care.Win win#sendthemback\"\r\n',HS
'30767,Illegal Aliens Crossing Into America Isn\'t Immigration -- It\'s A Harmful Invasion Of Our Nation. Mass immigration is part of the #GlobalistAgenda to destabilize our country. #BuildTheWall #StopIllegalImmigration #NoDACA #NoAmnesty #MAGA\r\n',HS
'30768,Tired of Forced UN Multiculturalism and Rape Gangs in Stockholm: Swedens Anti-Muslim Refugee Party Set For Record Wins As Election Days Away. #DeportIllegalimmigrants #DeportThemAll #GoHome\r\n',HS
'30769,sarah the triceratops is such a bitchy lil cunt\r\n',HS
'30771,@foxandfriends Whatever it takes. Take the money out of welfare payments to the lazy and use that. Take it from aid to Mexico and South and Central America. Just #BuildThatWall .\r\n',HS
'30776,\"#FakeRefugees #AsylumAbusers #IllegalAliens #Migrants all need to be #Deported. Other countries are doing by the thous & we must to. America can no longer be a doormat & bank for these disrespectful, demanding, greedy people. If they can overrun our country, they can fix theirs\"\r\n',HS
'30782,@Dbacks @LosDbacks Since it\'s Hispanic night at the ballpark. Did they just open up the gates and let anybody and everybody in or did they have to have a ticket? #BuildThatWall #Trump2020 @Petedavis1 #ChopOn @Talkmaster\r\n',HS
'30785,Fucking cheating bitch whore.\r\n',HS
'30787,@Ocasio2018 Well if you pay for the walk we wont have to pay for this illegal children or their parents #BuildThatWall #WalkAwayFromScoialism #WalkAwayFromDems\r\n',HS
'30795,Am I the only one who agrees with Montana??? Gabby is a snakey cunt karmas a bitch😘😘 #loveisland2017\r\n',HS
'30798,\"\"\"How can Pelosi see \"\"\"\"the good\"\"\"\" in MS-13 animals who mutilate & torture innocent people; while supporting late term abortion; ending the lives of innocent babies before they are born?VOTES?POWER?#MAGA #KAG #POTUS #Trump #NEWS #VoteRed #NoDACA #WalkAway #AmericaFirst #USA\"\"\"\r\n',HS
'30800,@clitness @STAYPRESSEDHOE Turns out I can you trick ass bitch\r\n',HS
'30806,I can never get mad over a bitch cause i know my place .. the madness come in when you keep being friendly with this hoe 💯\r\n',HS
'30807,We must build the #Wall! We must deport every illegal alien! We must have #MoreBorderPatrolAgents We must have #MandatoryEverify We must #EndSanctuaryCities We must #EndChainMigration We must take our nation back!!!\r\n',HS
'30810,@RealDonaldTrump Protect U.S Citizens Enforce U.S Laws Illegals are Not above U.S Laws #NoAmnesty No #DACA #SendThemBack #Trump #MAGA @AVIACUSA\r\n',HS
'30811,\"Chicks be 2 weeks pregnant and be like \"\"what my baby needs, I got em\"\"....bitch, your baby need facial features first hoe.\"\r\n',HS
'30813,@_Gxctor Bitch I wish yo shit wasn\'t on private you whore\r\n',HS
'30816,\"Nigga really said \"\"I catch ya Bitch and I rape her\"\".\"\r\n',HS
'30819,\"@kausmickey If deficits matter, @stuartpstevens, then #StopImmigration. @theNASciences: immigrants are fiscal debtors x *three gens*.If deficits matter, Stuart, #SendThemBack & #BuildTheWall. @USCBO scores DACA x 10 yrs costing $26 bil.Cant stop immig? OK, then. STFU on deficits.\"\r\n',HS
'30820,Mexican national charged with raping teen he allegedly smuggled to Maryville @SpeakerRyan #humantrafficking #ChildRape#Rape#DeathPenalty#BuildTheWall #DeportThemAll There is no excuse why any Illegal Alien should be in the US committing any crimes\r\n',HS
'30824,\"Miserable loves company 🤗, that\'s why a bitch can\'t get an argument from me , argue with yourself hoe cause I like to fight 😅\"\r\n',HS
'30830,\"stop being an overdramatic bitch... if u were in my shoes, and wake up with the news that your idol committed suicide what would u feel\"\r\n',HS
'30834,We need a Deterring Border!!#BuildTheWall #DeportThemAll #FoxNews #MAGA #AmericaFirst@realDonaldTrump @mike_pence @USAGSessions @SecNielsen @DHSgov @CBP @ICEgov @RepMarkMeadows @Jim_Jordan @replouiegohmert @RepGosar @RepAndyBiggsAZ @SteveKingIA @RepMattGaetz @IngrahamAngle\r\n',HS
'30835,@true_pundit @gatewaypundit @zerohedge @seanhannity @TuckerCarlson #MondayMorning #MorningJoe #BuildThatWall #DeportThemAll #MAGA this is infiltration\r\n',HS
'30839,Police find illegal immigrant suspected of teen rape in Ohio cowering under a bed in Texas @SpeakerRyan @GOPLeader #BuildTheWall #DeportThemAll #NoAmnesty #DeathPenalty\r\n',HS
'30844,Bitch whore son of bitch shit pig dinosaur elephant rhino monkey dog.  LMgaX3kqrQ\r\n',HS
'30849,@BillClinton15 Million Illegal Aliens Costing U.S Taxpyers $135 Billion a year! Now Illegals Refuse to take their kids back want them to stay in U.S for Freebies thats an Illegal #Immigration CRISIS ! #WalkAway #VoteDemsOut #Trump #MAGA #SendThemBack\r\n',HS
'30850,\"It is pretty simple equation. Once fake SSN is obtained, nothing stops illegals from voting ( or applying for welfare). Country-wide fraud. So sick of millions of criminals taking advantage of Americans in each and every way. #SendThemBack\"\r\n',HS
'30852,@PatriotessWings @NancyPelosi The Democrats don\'t want to fix immigration because they look at immigrants as Democratic votes. The Republicans don\'t want to fix immigration because #1 They are spineless #2 They are afraid that the communist #DNC will accuse them of being heartless. #SendThemBack\r\n',HS
'30869,\"Fuck those ultra liberal cunt rags on \"\"The View\"\". They should be careful of what they say. They\'re hateful bitches pushing tainted agendas.\"\r\n',HS
'30870,You be chasing them hoes fuck what a bitch think\r\n',HS
'30873,\"Any bitch who feels comfortable to be in your face and talk to a nigga you use to fuck with call them hoes \"\"seconds\"\" better yet clowns.\"\r\n',HS
'30874,That you have talking your noise on social media or when I\'m in the house now because I beat your bitch ass up and kill you hoe\r\n',HS
'30875,Illegal Alien Beat His 4-Month-Old Daughter To Death @HouseGOP @GOPLeader #BuildTheWall #NoAmnesty #DeportThemAll\r\n',HS
'30878,Dumb cunt ass cheating bitch doesn\'t deserve shit in this world but herpes 🙂🙂🙂  uHM4buNUA3\r\n',HS
'30879,\"@Jim_Jordan @SenateMajLdr @HouseGOP @freedomcaucus This waste of Money must be stopped!!!  #NoMoreRefugees   Keep telling us how SS is going Broke, while you toss $ out the window!! Stop p—-ing. on our backs & telling us it’s Raining!\"\r\n',HS
'30881,\"Another brutal murder occurs at the hands of Illegal Aliens in US. #DeportThemAll #KeepAmericaSafeIllegal Aliens involved inMurder, Rape, Child Molestation, Drunk Driving homicides, massive ID thefts, are all too frequent today !\"\r\n',HS
'30882,Hey @SenWarren when you went down to the border did you see the children that were separated from their HUMAN TRAFFICKERS? Of course you did but youre not honest enough to admit it. Because #DemocratsAreSociopaths #StopTheInvasion#DeportThemAll#NoAmnesty#BuildTheWall\r\n',HS
'30885,& If you think I\'m sweating about your petty ass think again bitch 🤔😂😂😂😂 #bitchimnotscared #obviouslyyouare #youthreatenedhoe  ? 😂😂😂😂😂😇😇😇😇😇😇\r\n',HS
'30903,@thehill She\'s just another Palinesque media whore trying so hard to stay relevant. Stop giving this bitch attention.\r\n',HS
'30907,Update: Blocked the bitch. Fuck that cunt.\r\n',HS
'30910,\"These savages invade Our Country, disrupt cities, turn many into shitholes like where they came from and WE THE PEOPLE are paying for this SHIT.  How about taking or Our OWN Citizens, Veterans and other AMERICANS in need?  To HELL with these ungrateful idiots; #SendThemBack\"\r\n',HS
'30912,\"Your boats shall drown in the Mediterranean Sea and the rest of you, which had not assimilated into our society will leave immediately. #RefugeesNotWelcome #IllegalAliens\"\r\n',HS
'30914,@SueGlashauser @Reigart @Morning_Joe @morningmika @SenKamalaHarris @SenBlumenthal @amyklobuchar Where is your outcry for the millions of women & children held in Turkey\'s rapefugee camps? or the 100s of children being sex-trafficked here in the US by these illegal aliens?\r\n',HS
'30917,This rape advocate bitch just tried to tell me nobody falsely accuses people of rape.🤔\r\n',HS
'30927,\"\"\"\"\"\"\"University of Illinois\"\"\"\" While Thousands of Americans are killed by Illegal Aliens #Democrats want to Reward them with a Illegal DACA Memo #Trump #MAGA #SendThemHome\"\"\"\r\n',HS
'30928,I\'ve never watched a single episode of Game of thrones   Good for you bitch you must be a broke hoe can\'t afford hbo\r\n',HS
'30929,\"Bitch you got hoe mentalities, lol, word from the Don\"\r\n',HS
'30930,\"#IllegalAliens are robbing #Americans of retirement who do you think pays for their healthcare and emergency room visits my #ObamaCare costs me $36,000 per year because of them @realDonaldTrump @amyklobuchar @BettyMcCollum04 @SenateMajLdr @HouseGOP @SenateGOP #BuildThatWall\"\r\n',HS
'30944,Fuck being mad at a wack ass bitch! You know how these hoes be....\r\n',HS
'30950,@MSF_Sea Tow the boat back to the safe ports in Africa. #sendthemback it\'s not late to save Europe #notwantednotneeded\r\n',HS
'30953,@LauraLoomer Bye! Get the fuck out! GO! GO!!! Bye Felicia with your stupid sharia-loving ass!!! GO!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!#SendThemBack #AgainstShariaLaw #BuildTheDamnWall #Chemitz #Brexit\r\n',HS
'30957,Bitch shut the fuck with your muggle ass...avada kedavra hoe  6I9jU4PURi\r\n',HS
'30958,The bitch in the red jacket at the oj parole is a cunt she trying any question to get him to slip up\r\n',HS
'30960,@MadhuGrewal @TheJusticeDept There is nothing wrong with deporting illegals #DeportThemAll #BuildTheWall #MAGA\r\n',HS
'30962,@ray_kaoir2x 😂 ok hoe I let you have your lil laughs where the horse mouth bitch at ?\r\n',HS
'30963,#IllegalImmigrants have NO RESPECT for the country they are in; we need to protect our borders #MAGA #winning @TuckerCarlson @IngrahamAngle @JudgeJeanine @JesseBWatters @TomFitton @dbongino @seanhannity @FoxNews @realDonaldTrump #ProudAmerican #WalkAway @WSJ @MSNBC @CNN @ABC\r\n',HS
'30968,@LivEchonews Let all the do gooders house them. These people do not want to work!! Disgraceful lazy scrounging layabouts!! Taxpayers footing the bill as usual #sendthemback\r\n',HS
